function_id,architecture,record,runtime_address,file_offset,size,name,callers,callees,parameters,return_value,side_effects,confidence,sources,name_evidence,size_evidence,unresolved_reason
main-sparc:0x001EE6F8,SPARC-V8-BE32,5,0x001EE6F8,0x0021C6F8,0xB0,UNRESOLVED,0x001ED1C4 0x001ED1DC,0x001E7A80 0x001E7B68 0x001EC8B4,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0xB0,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EE7A8,SPARC-V8-BE32,5,0x001EE7A8,0x0021C7A8,0x38,UNRESOLVED,0x001EE58C,0x001EEDC0,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x38,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EE7E0,SPARC-V8-BE32,5,0x001EE7E0,0x0021C7E0,0x190,UNRESOLVED,0x001EE7E0,0x001EB858 0x001EBAB0 0x001EBB4C 0x001EBB64 0x001EBE18 0x001EE7E0 0x001EEFC0 0x001EEFF0 0x001EF050,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x190,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EE98C,SPARC-V8-BE32,5,0x001EE98C,0x0021C98C,0x3C,UNRESOLVED,0x001EC754,0x001EEDC8,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x3C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EE9C8,SPARC-V8-BE32,5,0x001EE9C8,0x0021C9C8,0x40,UNRESOLVED,0x001EE514 0x001EE58C,0x001EEDE4,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x40,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EEA08,SPARC-V8-BE32,5,0x001EEA08,0x0021CA08,0x40,UNRESOLVED,0x001EE4C8,0x001EEE00,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x40,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EEA48,SPARC-V8-BE32,5,0x001EEA48,0x0021CA48,0x2B0,UNRESOLVED,0x001E7FB8,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x2B0,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EEA50,SPARC-V8-BE32,5,0x001EEA50,0x0021CA50,UNRESOLVED,UNRESOLVED,0x001E7FB8,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,low,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x001EECF8,SPARC-V8-BE32,5,0x001EECF8,0x0021CCF8,0x64,UNRESOLVED,0x001E7FB8 0x001EA590,0x001E77D8 0x001E790C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x64,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EED5C,SPARC-V8-BE32,5,0x001EED5C,0x0021CD5C,0x64,UNRESOLVED,0x001E7FB8 0x001EA590,0x001E77D8 0x001E790C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x64,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EEDC0,SPARC-V8-BE32,5,0x001EEDC0,0x0021CDC0,0x8,UNRESOLVED,0x001EE7A8,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x8,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EEDC8,SPARC-V8-BE32,5,0x001EEDC8,0x0021CDC8,0x14,UNRESOLVED,0x001EE98C,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x14,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EEDDC,SPARC-V8-BE32,5,0x001EEDDC,0x0021CDDC,0x8,UNRESOLVED,0x001EC754,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x8,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EEDE4,SPARC-V8-BE32,5,0x001EEDE4,0x0021CDE4,0x1C,UNRESOLVED,0x001EE9C8,0x001EF114,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x1C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EEE00,SPARC-V8-BE32,5,0x001EEE00,0x0021CE00,0x68,UNRESOLVED,0x001EEA08,0x001EEF58,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x68,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EEE68,SPARC-V8-BE32,5,0x001EEE68,0x0021CE68,0x30,UNRESOLVED,0x001EE490,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=2); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x30,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EEE98,SPARC-V8-BE32,5,0x001EEE98,0x0021CE98,0x78,UNRESOLVED,0x001EE6B8,0x001EEF10,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x78,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EEF10,SPARC-V8-BE32,5,0x001EEF10,0x0021CF10,0x48,UNRESOLVED,0x001EEE98,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x48,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EEF58,SPARC-V8-BE32,5,0x001EEF58,0x0021CF58,0x34,UNRESOLVED,0x001EEE00,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x34,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EEF8C,SPARC-V8-BE32,5,0x001EEF8C,0x0021CF8C,0x34,UNRESOLVED,0x001E7FB8 0x001EB9C0 0x001EBB64 0x001EBB7C,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x34,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EEFC0,SPARC-V8-BE32,5,0x001EEFC0,0x0021CFC0,0x30,UNRESOLVED,0x001E7FB8 0x001EE7E0,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x30,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EEFF0,SPARC-V8-BE32,5,0x001EEFF0,0x0021CFF0,0x30,UNRESOLVED,0x001E7FB8 0x001EB858 0x001EBB4C 0x001EBC90 0x001EC4D4 0x001EC5B0 0x001ED1AC 0x001EE7E0,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x30,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EF020,SPARC-V8-BE32,5,0x001EF020,0x0021D020,0x30,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x30,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EF050,SPARC-V8-BE32,5,0x001EF050,0x0021D050,0x30,UNRESOLVED,0x001E7FB8 0x001EB858 0x001EBB64 0x001EBCB4 0x001EC4D4 0x001EC5B0 0x001ED1C4 0x001EE7E0,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x30,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EF080,SPARC-V8-BE32,5,0x001EF080,0x0021D080,0x30,UNRESOLVED,0x001E7FB8 0x001EB9C0 0x001EBB64 0x001EBB7C,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x30,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EF0B0,SPARC-V8-BE32,5,0x001EF0B0,0x0021D0B0,0x30,UNRESOLVED,0x001E7FB8 0x001EB9C0 0x001EBB64 0x001EBB7C,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x30,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EF0E0,SPARC-V8-BE32,5,0x001EF0E0,0x0021D0E0,0x34,UNRESOLVED,0x001E7FB8 0x001EB9C0 0x001EBB64 0x001EBB7C,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x34,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001EF114,SPARC-V8-BE32,5,0x001EF114,0x0021D114,0xC,UNRESOLVED,0x001EEDE4,0x0560333C 0x05603360 0x05603378 0x05ACC420 0x05ACC450 0x05ACC480 0x05ACC4B0 0x05E0B780 0x09C406A0 0x0D2C9834 0x0D2EFC08 0x0D937560 0x0D937608 0x0DB4AE40 0x0DDCABDC 0x0DDCB3B8 0x10E46B44 0x10E8697C 0x10E869BC 0x113005EC 0x1134CC84 0x11C4C2DC 0x14674458 0x259C1300 0x25D89BDC 0x25D8B760 0x294AFC6C 0x315434BC 0x397426C8 0x3D679B0C 0x3D67A1AC 0x4134CC24 0x416445D4 0x41A4AD54 0x492C23E4 0x492C27C4 0x49680270 0x4D346928 0x4D346998 0x4D844304 0x4DB4837C 0x5168490C 0x5204B784 0x59C484D4 0x59C48514 0x59E8BE58 0x656BFAA8 0x65886A28 0x6CB3A8DC 0x6CB3A91C 0x6CB3AAA4 0x74476168 0x74687638 0x7D2CB368 0x81A48508 0x85BC2E88 0x85D489FC 0x85D889E8 0x85D8AB94 0x8D7CB304 0x8DA4A53C 0x8DB0925C 0x8DC08850 0x8DC08880 0x8DC088B0 0x8DC088E0 0x8DCBFFE8 0x8DF09858 0x8DF09888 0x8DF098B8 0x901EF8F0 0x9046F5F8 0x909F29EC 0x909F88F4 0x909FA83C 0x90C3739C 0x90C373CC 0x90C373FC 0x90CF7620 0x91B3DD0C 0x949FDDAC 0x949FDDC4 0x95078A2C 0x95078A68 0x956CDAF0 0x9574B6B4 0x95ACA5B0 0x95B44288 0x95D896E0 0x95D8C6B8 0x95E82A30 0x95E833A4 0x9D078A78 0x9DB394E4 0x9DBF466C 0xA09F8EA4 0xA59C0684 0xA5A4A7B4 0xA5D7FC28 0xA5DCAA34 0xA5DCABD0 0xA5EC3638 0xA5F0980C 0xA6088A38 0xA8674514 0xAC1EFCD0 0xADA47E84 0xADA47EF0 0xADB4DDD0 0xB022F200 0xB0A013C8 0xB0A02968 0xB0A04C08 0xB144AF54 0xB15CADA4 0xB1A4DA2C 0xB1B06978 0xB1B069B8 0xB1B06B40 0xB1B38E08 0xB1DCD1E8 0xB41EF400 0xB41EF5A0 0xB446F270 0xB81EF254 0xB8BF8830 0xB8BF8860 0xB8BF8890 0xB8DC294C 0xB938BD7C 0xB9AC5264 0xB9B09800 0xB9E0C678 0xB9EF9328 0xB9EF9358 0xB9EF9388 0xB9F0BE74 0xB9F4A7CC 0xB9F4A80C 0xBD7C78F4 0xBD7C7934 0xBDB08974 0xBDB77574 0xBDCF763C 0xBDD80424 0xBDD80454 0xBDD80484 0xBDD804B4 0xBDD8C718 0xBDE8C6B0 0xBDECC33C 0xBDECC354 0xBDF07964 0xBDF079DC 0xC154B228 0xC1A4C014 0xC1D07A50 0xC8A03180 0xC954B2B8 0xC9AC8B10 0xC9B0891C 0xC9B0895C 0xC9B479BC 0xC9B4C754 0xC9CC7A34 0xC9D77700 0xCD2C8A38 0xCD309A34 0xCD9460AC 0xCD9460EC 0xCD946274 0xCDE07854 0xCDE07884 0xCDE078B4 0xCDE078E4 0xD0A04D00 0xD16CB364 0xD17C7B1C 0xD17CB298 0xD1B4BD88 0xD1C47B64 0xD204B750 0xD5F02668 0xD5F04DF8 0xD9B4ACF4 0xD9F06F80 0xDD44AEA0 0xE09FDC4C 0xE534CC54 0xE59BFF9C 0xE5D87F08 0xE9B2F614,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0xC,semantic name unavailable; parameter ABI not validated; return semantics not validated
link-sparc:0xA0060000,SPARC-V8-BE32,7,0xA0060000,0x003196E0,0x10,start,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,single-tool,IDA,IDA user/entry name,IDA=0x10,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned
link-sparc:0xA0060864,SPARC-V8-BE32,7,0xA0060864,0x00319F44,0x7C,UNRESOLVED,NONE_RECOVERED,0xA00688D4 0xA00689BC 0xA0068E10 0xA006953C 0xA007E4F0 0xA007F4A8 0xA0088324 0xA00885BC 0xA008867C 0xA0088A84 0xA008A864 0xA008C4D0,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,single-tool,IDA,stripped; no unique debug-token anchor,IDA=0x7C,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA00608E8,SPARC-V8-BE32,7,0xA00608E8,0x00319FC8,0x104,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0x104,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA0060AA4,SPARC-V8-BE32,7,0xA0060AA4,0x0031A184,0x104,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0x104,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA0060BA8,SPARC-V8-BE32,7,0xA0060BA8,0x0031A288,0x104,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0x104,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA0060CAC,SPARC-V8-BE32,7,0xA0060CAC,0x0031A38C,0x104,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0x104,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA0060EC4,SPARC-V8-BE32,7,0xA0060EC4,0x0031A5A4,0xFC,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0xFC,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA006101C,SPARC-V8-BE32,7,0xA006101C,0x0031A6FC,0x10C,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0x10C,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA006121C,SPARC-V8-BE32,7,0xA006121C,0x0031A8FC,0xC,UNRESOLVED,0xA00689D4,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0xC,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA0061228,SPARC-V8-BE32,7,0xA0061228,0x0031A908,0xC,UNRESOLVED,0xA00689BC 0xA0068AB0 0xA0068E48,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0xC,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA0061234,SPARC-V8-BE32,7,0xA0061234,0x0031A914,0xC,UNRESOLVED,0xA0061B0C 0xA0062A58 0xA006317C 0xA007DC84 0xA007DCFC 0xA007DD74 0xA007DDD0 0xA007DE2C 0xA007DE88 0xA007DF00 0xA007DF44 0xA007DFBC 0xA007E034 0xA007E2EC 0xA007E4F0 0xA007E61C 0xA007EB30 0xA007EDB4 0xA007F3F4,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0xC,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA0061240,SPARC-V8-BE32,7,0xA0061240,0x0031A920,0xC,UNRESOLVED,0xA0061B0C 0xA00622F8 0xA0062A58 0xA006317C 0xA0069180 0xA007DC84 0xA007DCFC 0xA007DD74 0xA007DDD0 0xA007DE2C 0xA007DE88 0xA007DF00 0xA007DF44 0xA007DFBC 0xA007E034 0xA007E2EC 0xA007E4F0 0xA007E61C 0xA007EB30 0xA007EDB4 0xA007F3F4 0xA007F4A8,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0xC,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA006124C,SPARC-V8-BE32,7,0xA006124C,0x0031A92C,0x1C,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,single-tool,IDA,stripped; no unique debug-token anchor,IDA=0x1C,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA0061268,SPARC-V8-BE32,7,0xA0061268,0x0031A948,0x1C,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0x1C,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA0061284,SPARC-V8-BE32,7,0xA0061284,0x0031A964,0x34,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,single-tool,IDA,stripped; no unique debug-token anchor,IDA=0x34,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA00612E8,SPARC-V8-BE32,7,0xA00612E8,0x0031A9C8,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,single-tool,Ghidra,stripped; no unique debug-token anchor,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable; no analyzer established an end boundary
link-sparc:0xA0061314,SPARC-V8-BE32,7,0xA0061314,0x0031A9F4,UNRESOLVED,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,single-tool,Ghidra,stripped; no unique debug-token anchor,no analyzer established an end boundary,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable; no analyzer established an end boundary
link-sparc:0xA0061570,SPARC-V8-BE32,7,0xA0061570,0x0031AC50,0x5C,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0x5C,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA00615CC,SPARC-V8-BE32,7,0xA00615CC,0x0031ACAC,0x194,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0x194,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA0061760,SPARC-V8-BE32,7,0xA0061760,0x0031AE40,0x54,UNRESOLVED,0xA00699AC,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0x54,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA00617B4,SPARC-V8-BE32,7,0xA00617B4,0x0031AE94,0xC8,UNRESOLVED,0xA00688D4 0xA006968C 0xA0069E98 0xA007E4F0 0xA007E61C 0xA007F4A8,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0xC8,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA006187C,SPARC-V8-BE32,7,0xA006187C,0x0031AF5C,0x84,UNRESOLVED,0xA006968C,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0x84,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA0061900,SPARC-V8-BE32,7,0xA0061900,0x0031AFE0,0x84,UNRESOLVED,NONE_RECOVERED,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0x84,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA00619EC,SPARC-V8-BE32,7,0xA00619EC,0x0031B0CC,0x90,DRV_PQ_U32SetVal,0xA007DC84 0xA007DCFC 0xA007DD74 0xA007DDD0 0xA007DE2C 0xA007DE88 0xA007DF00 0xA007DF44 0xA007DFBC 0xA007E034 0xA007E2EC 0xA007E4F0 0xA007E61C 0xA007EB30 0xA007EDB4 0xA007F3F4,0xA0069A18,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,debug-string-anchor:0xA008F168,IDA=0x90,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned
link-sparc:0xA0061A7C,SPARC-V8-BE32,7,0xA0061A7C,0x0031B15C,0x90,DRV_HDR_U32SetVal,0xA0061B0C 0xA0062A58,0xA0069A18,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,debug-string-anchor:0xA00656E0,IDA=0x90,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned
link-sparc:0xA0061B0C,SPARC-V8-BE32,7,0xA0061B0C,0x0031B1EC,0x284,UNRESOLVED,0xA007F4A8,0xA0061234 0xA0061240 0xA0061A7C 0xA0068CF0 0xA0069A18,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0x284,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA0061D90,SPARC-V8-BE32,7,0xA0061D90,0x0031B470,0x154,UNRESOLVED,0xA006317C,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0x154,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
link-sparc:0xA0061EE4,SPARC-V8-BE32,7,0xA0061EE4,0x0031B5C4,0xB4,UNRESOLVED,NONE_RECOVERED,0xA0080560 0xA0080600 0xA0080730 0xA0080D10,UNRESOLVED,UNRESOLVED,UNRESOLVED; link MMIO assignment not yet exhaustive,cross-tool,Ghidra|IDA,stripped; no unique debug-token anchor,IDA=0xB4,parameter ABI not validated; return semantics not validated; side effects not exhaustively assigned; semantic name unavailable
